stock_flow,balance_type,instrument,counterparty,series_type,series_id,start,end,n_obs,unit,data_type,frequency,collection_month,file_no
Net transactions during period ,Assets,Derivatives issued by:,Authorised deposit taking Institutions,Original,A3380460K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Derivatives issued by:,Other broad money Institutions,Original,A3391725K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Derivatives issued by:,Central borrowing authorities,Original,A83749241W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Derivatives issued by:,National general government,Original,A83749242X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Derivatives issued by:,Rest of world,Original,A3397485V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Total (Counterparty sectors),Original,A3403905A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Other broad money Institutions,Original,A108323043T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Pension funds,Original,A3545424T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Life insurance corporations,Original,A3547235T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Non-life insurance corporations,Original,A3391743R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Non-money market financial investment funds,Original,A3391746W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Central borrowing authorities,Original,A3397497C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Other financial corporations,Original,A3376206A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,National general government,Original,A83728036V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,State and local general government,Original,A3385680C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Households,Original,A3380472V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Loans and placements borrowed by:,Rest of world,Original,A3379743L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Total (Counterparty sectors),Original,A3403908J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Authorised deposit taking Institutions,Original,A3393960W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Other broad money Institutions,Original,A3386526X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Life insurance corporations,Original,A3546654T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Non-life insurance corporations,Original,A3547420V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Money market financial investment funds,Original,A3386529F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Non-money market financial investment funds,Original,A3386532V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Other financial corporations,Original,A3385098W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Shares and other equity issued by:,Rest of world,Original,A3388779J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Prepayments of premiums and reserves against outstanding claims,Total (Counterparty sectors),Original,A3402396W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Prepayments of premiums and reserves against outstanding claims,Non-life insurance corporations,Original,A3385857X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Prepayments of premiums and reserves against outstanding claims,Rest of world,Original,A3546367A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Total (Counterparty sectors),Original,A3419157A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Authorised deposit taking Institutions,Original,A3548077R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Other broad money Institutions,Original,A3388149R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Pension funds,Original,A3546375A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Life insurance corporations,Original,A3386691C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Non-life insurance corporations,Original,A3382848T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Central borrowing authorities,Original,A3377772L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Securitisers,Original,A3546376C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Other financial corporations,Original,A3387447V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,National general government,Original,A3384456T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,State and local general government,Original,A3379221C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Households,Original,A3397059C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Assets,Other accounts receivable,Rest of world,Original,A3394773J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Total financial liabilities,Total (Counterparty sectors),Original,A3413487J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Drawings of bills of exchange accepted by:,Total (Counterparty sectors),Original,A3423891W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Drawings of bills of exchange accepted by:,Authorised deposit taking Institutions,Original,A3384762R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Total (Counterparty sectors),Original,A3400815T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Authorised deposit taking Institutions,Original,A3383250T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Other broad money Institutions,Original,A3377436A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Pension funds,Original,A3387792J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Life insurance corporations,Original,A3397356X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Non-life insurance corporations,Original,A3384819T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Money market financial investment funds,Original,A3388518K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Non-money market financial investment funds,Original,A3398145T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Central borrowing authorities,Original,A3383253X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Other financial corporations,Original,A3384822F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,National general government,Original,A130184576J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued in Australia held by:,Rest of world,Original,A3382458K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued offshore held by:,Total (Counterparty sectors),Original,A3419901L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,One name paper issued offshore held by:,Rest of world,Original,A3380304J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Total (Counterparty sectors),Original,A3417555W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Central bank,Original,A3393843K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Authorised deposit taking Institutions,Original,A3384957R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other broad money Institutions,Original,A3395343A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Pension funds,Original,A3377574X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Life insurance corporations,Original,A3395346J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Non-life insurance corporations,Original,A3390117L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Money market financial investment funds,Original,A3381903C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Non-money market financial investment funds,Original,A3376806F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Central borrowing authorities,Original,A3390861K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Securitisers,Original,A3378237C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Other financial corporations,Original,A3397458L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",National general government,Original,A3546263J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",State and local general government,Original,A3382611V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Households,Original,A3375423C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued in Australia held by:",Rest of world,Original,A3391698R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued offshore held by:",Total (Counterparty sectors),Original,A3407172A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,"Bonds, etc. issued offshore held by:",Rest of world,Original,A3386397R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,Total (Counterparty sectors),Original,A3403902V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,Central bank,Original,A83749301L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,Authorised deposit taking Institutions,Original,A3381159T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,Other broad money Institutions,Original,A3383412W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,Central borrowing authorities,Original,A83749302R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,National general government,Original,A83749303T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Derivatives held by:,Rest of world,Original,A3393084J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Short term loans and placements held by:,Total (Counterparty sectors),Original,A3400005R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Short term loans and placements held by:,Authorised deposit taking Institutions,Original,A3387993C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Short term loans and placements held by:,Central borrowing authorities,Original,A3382692J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Short term loans and placements held by:,Securitisers,Original,A3384297V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Short term loans and placements held by:,Rest of world,Original,A3385734X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Total (Counterparty sectors),Original,A3417564X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Authorised deposit taking Institutions,Original,A3398346L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Other broad money Institutions,Original,A3376899C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Pension funds,Original,A3392445K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Life insurance corporations,Original,A3393168T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Non-life insurance corporations,Original,A3379839F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Money market financial investment funds,Original,A3396219K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Non-money market financial investment funds,Original,A3379842V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Central borrowing authorities,Original,A3392448T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Securitisers,Original,A3383490C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Other financial corporations,Original,A3392451F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,National general government,Original,A3393945X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,State and local general government,Original,A3392454L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Households,Original,A3548126X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Long term loans and placements held by:,Rest of world,Original,A3382722K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Total (Counterparty sectors),Original,A3404742L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Authorised deposit taking Institutions,Original,A3388086T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Other broad money Institutions,Original,A3395508L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Pension funds,Original,A3390282T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Life insurance corporations,Original,A3388860T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Non-life insurance corporations,Original,A3380622R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Non-money market financial investment funds,Original,A3376332R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Other financial corporations,Original,A3391020K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,National general government,Original,A3392532J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,State and local general government,Original,A3391023T,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Households,Original,A3397674F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Listed shares and other equity held by:,Rest of world,Original,A3385161A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Total (Counterparty sectors),Original,A3423069C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Central bank,Original,A3606254J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Authorised deposit taking Institutions,Original,A3379191A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Other broad money Institutions,Original,A3379194J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Pension funds,Original,A3397698X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Life insurance corporations,Original,A3397032C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Non-life insurance corporations,Original,A3382122F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Non-money market financial investment funds,Original,A3392565C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Central borrowing authorities,Original,A3591917X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Other financial corporations,Original,A3382818C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,National general government,Original,A3385848W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,State and local general government,Original,A3394062L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Households,Original,A3394761X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Unlisted shares and other equity held by:,Rest of world,Original,A3378429W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Total (Counterparty sectors),Original,A3420708J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Authorised deposit taking Institutions,Original,A3378459K,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Other broad money Institutions,Original,A3376389C,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Pension funds,Original,A3379995J,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Life insurance corporations,Original,A3394797A,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Non-life insurance corporations,Original,A3380685X,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Non-money market financial investment funds,Original,A3393351R,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Central borrowing authorities,Original,A3393354W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Securitisers,Original,A3546513L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Other financial corporations,Original,A3398493L,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,National general government,Original,A3388938F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,State and local general government,Original,A3382890W,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Households,Original,A3381402F,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Net transactions during period ,Liabilities,Other accounts payable,Rest of world,Original,A3398496V,1/06/1988,1/12/2024,147,$ Millions,FLOW,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Change in/Net financial position,Total (Counterparty sectors),,Original,A3420719R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Total financial assets,Total (Counterparty sectors),Original,A3411884A,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,Total (Counterparty sectors),Original,A3403082X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,Central bank,Original,A3388316L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Currency accepted by:,National general government,Original,A3397184R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Total (Counterparty sectors),Original,A3400805L,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Authorised deposit taking Institutions,Original,A3383798X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Other broad money Institutions,Original,A3381596R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Deposits accepted by:,Rest of world,Original,A3380108X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Bills of exchange,Total (Counterparty sectors),Original,A3422240X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,Bills of exchange,Authorised deposit taking Institutions,Original,A3395123X,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Total (Counterparty sectors),Original,A3421397C,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
Amounts outstanding at end of period ,Assets,One name paper issued by:,Authorised deposit taking Institutions,Original,A3397301R,1/06/1988,1/12/2024,147,$ Millions,STOCK_CLOSE,Quarter,3,5232006.xlsx
